;id, isbn, asin, title, author, binding, publisher, publicationdate, category, newprice, usedprice, usedcount, height, length, width, detailpageurl, image
192, None,B000JAWDWY,国盗り物語〈第4巻〉織田信長 (1966年), 司馬 遼太郎, －, 新潮社,1966,26-50回, None,1,20,3,20.6,14.2,https://www.amazon.co.jp/%E5%9B%BD%E7%9B%97%E3%82%8A%E7%89%A9%E8%AA%9E%E3%80%88%E7%AC%AC4%E5%B7%BB%E3%80%89%E7%B9%94%E7%94%B0%E4%BF%A1%E9%95%B7-1966%E5%B9%B4-%E5%8F%B8%E9%A6%AC-%E9%81%BC%E5%A4%AA%E9%83%8E/dp/B000JAWDWY?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B000JAWDWY,https://images-fe.ssl-images-amazon.com/images/I/51ro1smtk5L.jpg
193, None,B0186R6NI6, 関ヶ原　上・中・下巻セット (新潮文庫), None, 文庫, None,1974, ジャンル別,3550,500,46,5.8,15.4,10.8,https://www.amazon.co.jp/%E9%96%A2%E3%83%B6%E5%8E%9F-%E4%B8%8A%E3%83%BB%E4%B8%AD%E3%83%BB%E4%B8%8B%E5%B7%BB%E3%82%BB%E3%83%83%E3%83%88-%E6%96%B0%E6%BD%AE%E6%96%87%E5%BA%AB/dp/B0186R6NI6?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0186R6NI6,https://images-fe.ssl-images-amazon.com/images/I/51kNca8a1OL.jpg
194, None,B00EB8ZM8W,城塞 上・中・下 全3巻完結セット (新潮文庫), None, 文庫, None,2002, ジャンル別, None,419,34,6.2,15.6,10.8,https://www.amazon.co.jp/%E5%9F%8E%E5%A1%9E-%E4%B8%8A%E3%83%BB%E4%B8%AD%E3%83%BB%E4%B8%8B-%E5%85%A83%E5%B7%BB%E5%AE%8C%E7%B5%90%E3%82%BB%E3%83%83%E3%83%88-%E6%96%B0%E6%BD%AE%E6%96%87%E5%BA%AB/dp/B00EB8ZM8W?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00EB8ZM8W,https://images-fe.ssl-images-amazon.com/images/I/518PyraEtxL.jpg
195,9784061950610,4061950614,柳生宗矩(1) (山岡荘八歴史文庫), 山岡 荘八, 文庫, 講談社,1986-10-01, 日本文学,799,1,45,2,14.8,10.6,https://www.amazon.co.jp/%E6%9F%B3%E7%94%9F%E5%AE%97%E7%9F%A9-1-%E5%B1%B1%E5%B2%A1%E8%8D%98%E5%85%AB%E6%AD%B4%E5%8F%B2%E6%96%87%E5%BA%AB-%E5%B1%B1%E5%B2%A1-%E8%8D%98%E5%85%AB/dp/4061950614?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4061950614,https://images-fe.ssl-images-amazon.com/images/I/21GKGBASFKL.jpg
196,9784061950627,4061950622,柳生宗矩(2) (山岡荘八歴史文庫), 山岡 荘八, 文庫, 講談社,1986-10-01, 日本文学,799,1,45,2,14.8,10.6,https://www.amazon.co.jp/%E6%9F%B3%E7%94%9F%E5%AE%97%E7%9F%A9-2-%E5%B1%B1%E5%B2%A1%E8%8D%98%E5%85%AB%E6%AD%B4%E5%8F%B2%E6%96%87%E5%BA%AB-%E5%B1%B1%E5%B2%A1-%E8%8D%98%E5%85%AB/dp/4061950622?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4061950622,https://images-fe.ssl-images-amazon.com/images/I/21ZAP5Q4FTL.jpg
197,9784061950634,4061950630,柳生宗矩(3) (山岡荘八歴史文庫), 山岡 荘八, 文庫, 講談社,1986-11-04, 日本文学,799,1,46,2.5,15,11,https://www.amazon.co.jp/%E6%9F%B3%E7%94%9F%E5%AE%97%E7%9F%A9-3-%E5%B1%B1%E5%B2%A1%E8%8D%98%E5%85%AB%E6%AD%B4%E5%8F%B2%E6%96%87%E5%BA%AB-%E5%B1%B1%E5%B2%A1-%E8%8D%98%E5%85%AB/dp/4061950630?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4061950630,https://images-fe.ssl-images-amazon.com/images/I/21PBCSQFP8L.jpg
198,9784061950641,4061950649,柳生宗矩(4) (山岡荘八歴史文庫), 山岡 荘八, 文庫, 講談社,1986-11-04, 日本文学,799,1,55,1.8,14.8,10.6,https://www.amazon.co.jp/%E6%9F%B3%E7%94%9F%E5%AE%97%E7%9F%A9-4-%E5%B1%B1%E5%B2%A1%E8%8D%98%E5%85%AB%E6%AD%B4%E5%8F%B2%E6%96%87%E5%BA%AB-%E5%B1%B1%E5%B2%A1-%E8%8D%98%E5%85%AB/dp/4061950649?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4061950649,https://images-fe.ssl-images-amazon.com/images/I/21MB1YGND3L.jpg
199,9784061965744,4061965743, 新・水滸伝(四) (吉川英治歴史時代文庫), 吉川 英治, 文庫, 講談社,1989-07-03, 日本文学,799,1,67,2,14.8,10.6,https://www.amazon.co.jp/%E6%96%B0%E3%83%BB%E6%B0%B4%E6%BB%B8%E4%BC%9D-%E5%9B%9B-%E5%90%89%E5%B7%9D%E8%8B%B1%E6%B2%BB%E6%AD%B4%E5%8F%B2%E6%99%82%E4%BB%A3%E6%96%87%E5%BA%AB-%E5%90%89%E5%B7%9D-%E8%8B%B1%E6%B2%BB/dp/4061965743?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4061965743,https://images-fe.ssl-images-amazon.com/images/I/51E0R8SC68L.jpg
200,9784061965737,4061965735, 新・水滸伝(三) (吉川英治歴史時代文庫), 吉川 英治, 文庫, 講談社,1989-07-03, 日本文学,799,1,81,1.8,14.8,10.6,https://www.amazon.co.jp/%E6%96%B0%E3%83%BB%E6%B0%B4%E6%BB%B8%E4%BC%9D-%E4%B8%89-%E5%90%89%E5%B7%9D%E8%8B%B1%E6%B2%BB%E6%AD%B4%E5%8F%B2%E6%99%82%E4%BB%A3%E6%96%87%E5%BA%AB-%E5%90%89%E5%B7%9D-%E8%8B%B1%E6%B2%BB/dp/4061965735?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4061965735,https://images-fe.ssl-images-amazon.com/images/I/51W74YPPMBL.jpg
201,9784061965720,4061965727, 新・水滸伝(二) (吉川英治歴史時代文庫), 吉川 英治, 文庫, 講談社,1989-06-02, 日本文学,799,1,80,2,14.8,10.8,https://www.amazon.co.jp/%E6%96%B0%E3%83%BB%E6%B0%B4%E6%BB%B8%E4%BC%9D-%E4%BA%8C-%E5%90%89%E5%B7%9D%E8%8B%B1%E6%B2%BB%E6%AD%B4%E5%8F%B2%E6%99%82%E4%BB%A3%E6%96%87%E5%BA%AB-%E5%90%89%E5%B7%9D-%E8%8B%B1%E6%B2%BB/dp/4061965727?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4061965727,https://images-fe.ssl-images-amazon.com/images/I/511YVSCDR5L.jpg
202,9784333015986,4333015987, ええなあ!という人生―肯定、肯定、絶対肯定して生きる, 紀野 一義, 単行本, 佼成出版社,1993-01-27, 人生論・教訓, None,182,10,1.8,19.2,16.2,https://www.amazon.co.jp/%E3%81%88%E3%81%88%E3%81%AA%E3%81%82-%E3%81%A8%E3%81%84%E3%81%86%E4%BA%BA%E7%94%9F%E2%80%95%E8%82%AF%E5%AE%9A%E3%80%81%E8%82%AF%E5%AE%9A%E3%80%81%E7%B5%B6%E5%AF%BE%E8%82%AF%E5%AE%9A%E3%81%97%E3%81%A6%E7%94%9F%E3%81%8D%E3%82%8B-%E7%B4%80%E9%87%8E-%E4%B8%80%E7%BE%A9/dp/4333015987?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4333015987,https://images-fe.ssl-images-amazon.com/images/I/41EiuEnvnbL.jpg
203,9784643738803,4643738804, 一休さんの門 (上), 川口 松太郎, ハードカバー, 読売新聞社,1984-12,1-25回, None,1,19,2.4,19.2,13.4,https://www.amazon.co.jp/%E4%B8%80%E4%BC%91%E3%81%95%E3%82%93%E3%81%AE%E9%96%80-%E4%B8%8A-%E5%B7%9D%E5%8F%A3-%E6%9D%BE%E5%A4%AA%E9%83%8E/dp/4643738804?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4643738804,https://images-fe.ssl-images-amazon.com/images/I/41D8Wv0r1NL.jpg
204,9784643738902,4643738901, 一休さんの門 (下), 川口 松太郎, 単行本, 読売新聞社,1984-12,1-25回, None,17,16,3,19.6,14.2,https://www.amazon.co.jp/%E4%B8%80%E4%BC%91%E3%81%95%E3%82%93%E3%81%AE%E9%96%80-%E4%B8%8B-%E5%B7%9D%E5%8F%A3-%E6%9D%BE%E5%A4%AA%E9%83%8E/dp/4643738901?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4643738901,https://images-fe.ssl-images-amazon.com/images/I/41StoMAGCEL.jpg
205,9784826305174,4826305176, さて、死ぬか―死処に主となれ, 伊藤 真愚, 単行本, 柏樹社,1986-02, 伝統医学・東洋医学, None,1,9,2.4,19.2,13.4,https://www.amazon.co.jp/%E3%81%95%E3%81%A6%E3%80%81%E6%AD%BB%E3%81%AC%E3%81%8B%E2%80%95%E6%AD%BB%E5%87%A6%E3%81%AB%E4%B8%BB%E3%81%A8%E3%81%AA%E3%82%8C-%E4%BC%8A%E8%97%A4-%E7%9C%9F%E6%84%9A/dp/4826305176?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4826305176,https://images-fe.ssl-images-amazon.com/images/I/5118W89byOL.jpg
206,9784140092422,4140092424,NHK歴史への招待 (2), None, 大型本, 日本放送出版協会,1994-05, 日本史一般, None,157,14,2.2,25.6,18.8,https://www.amazon.co.jp/NHK%E6%AD%B4%E5%8F%B2%E3%81%B8%E3%81%AE%E6%8B%9B%E5%BE%85-2/dp/4140092424?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4140092424,https://images-fe.ssl-images-amazon.com/images/I/511Q7pA4emL.jpg
207,9784140092415,4140092416,NHK歴史への招待 (1), None, 大型本, 日本放送出版協会,1994-05, 日本史一般, None,105,9, , , ,https://www.amazon.co.jp/NHK%E6%AD%B4%E5%8F%B2%E3%81%B8%E3%81%AE%E6%8B%9B%E5%BE%85-1/dp/4140092416?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4140092416, None
208,9784140092446,4140092440,NHK歴史への招待 (4), None, 大型本, 日本放送出版協会,1994-05, 日本史一般, None,330,6,2,26.2,18.6,https://www.amazon.co.jp/NHK%E6%AD%B4%E5%8F%B2%E3%81%B8%E3%81%AE%E6%8B%9B%E5%BE%85-4/dp/4140092440?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4140092440, None
209, None,B000J9DJFA,日本史探訪〈第1集〉 (1971年), None, －, 角川書店,1971, 日本史, None,23,44,2.8,22.8,16.6,https://www.amazon.co.jp/%E6%97%A5%E6%9C%AC%E5%8F%B2%E6%8E%A2%E8%A8%AA%E3%80%88%E7%AC%AC1%E9%9B%86%E3%80%89-1971%E5%B9%B4/dp/B000J9DJFA?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B000J9DJFA,https://images-fe.ssl-images-amazon.com/images/I/614XmSjt3EL.jpg
210, None,B000J9DJF0,日本史探訪〈第2集〉 (1971年), None, －, 角川書店,1971, 日本史, None,1,29,3,22.8,16.4,https://www.amazon.co.jp/%E6%97%A5%E6%9C%AC%E5%8F%B2%E6%8E%A2%E8%A8%AA%E3%80%88%E7%AC%AC2%E9%9B%86%E3%80%89-1971%E5%B9%B4/dp/B000J9DJF0?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B000J9DJF0,https://images-fe.ssl-images-amazon.com/images/I/61VHEy5yGWL.jpg
211, None,B000J9DJEQ,日本史探訪〈第3集〉 (1972年), None, －, 角川書店,1972, 日本史, None,1,31,3,23,16.4,https://www.amazon.co.jp/%E6%97%A5%E6%9C%AC%E5%8F%B2%E6%8E%A2%E8%A8%AA%E3%80%88%E7%AC%AC3%E9%9B%86%E3%80%89-1972%E5%B9%B4/dp/B000J9DJEQ?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B000J9DJEQ,https://images-fe.ssl-images-amazon.com/images/I/51O-WDsKKZL.jpg
212, None,B000J9DJEG,日本史探訪〈第4集〉 (1972年), None, －, 角川書店,1972, 日本史, None,10,30,2.8,22.8,16.2,https://www.amazon.co.jp/%E6%97%A5%E6%9C%AC%E5%8F%B2%E6%8E%A2%E8%A8%AA%E3%80%88%E7%AC%AC4%E9%9B%86%E3%80%89-1972%E5%B9%B4/dp/B000J9DJEG?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B000J9DJEG,https://images-fe.ssl-images-amazon.com/images/I/61JR4bPpENL.jpg
213, None,B000J9DJE6,日本史探訪〈第5集〉 (1972年), None, －, 角川書店,1972, 日本史, None,1,27,2.8,22.8,16,https://www.amazon.co.jp/%E6%97%A5%E6%9C%AC%E5%8F%B2%E6%8E%A2%E8%A8%AA%E3%80%88%E7%AC%AC5%E9%9B%86%E3%80%89-1972%E5%B9%B4/dp/B000J9DJE6?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B000J9DJE6,https://images-fe.ssl-images-amazon.com/images/I/61GxQKVkjVL.jpg
214, None,B000J9DJDW,日本史探訪〈第6集〉 (1972年), None, －, 角川書店,1972, 日本史, None,1,20,2.8,22.8,16,https://www.amazon.co.jp/%E6%97%A5%E6%9C%AC%E5%8F%B2%E6%8E%A2%E8%A8%AA%E3%80%88%E7%AC%AC6%E9%9B%86%E3%80%89-1972%E5%B9%B4/dp/B000J9DJDW?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B000J9DJDW,https://images-fe.ssl-images-amazon.com/images/I/61Oefu9C55L.jpg
215, None,B000J9DJDM,日本史探訪〈第7集〉 (1973年), None, －, 角川書店,1973, 日本史, None,1,20,2.8,22.8,16.4,https://www.amazon.co.jp/%E6%97%A5%E6%9C%AC%E5%8F%B2%E6%8E%A2%E8%A8%AA%E3%80%88%E7%AC%AC7%E9%9B%86%E3%80%89-1973%E5%B9%B4/dp/B000J9DJDM?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B000J9DJDM,https://images-fe.ssl-images-amazon.com/images/I/51%2BfQ-Ii00L.jpg
216,9784087811834,4087811832, 骨は自分で拾えない―モタさんの死の心得 (beyond the century), 斎藤 茂太, 単行本, 集英社,2000-06, 倫理学入門, None,1,20,2,19,13,https://www.amazon.co.jp/%E9%AA%A8%E3%81%AF%E8%87%AA%E5%88%86%E3%81%A7%E6%8B%BE%E3%81%88%E3%81%AA%E3%81%84%E2%80%95%E3%83%A2%E3%82%BF%E3%81%95%E3%82%93%E3%81%AE%E6%AD%BB%E3%81%AE%E5%BF%83%E5%BE%97-beyond-century-%E6%96%8E%E8%97%A4-%E8%8C%82%E5%A4%AA/dp/4087811832?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4087811832,https://images-fe.ssl-images-amazon.com/images/I/412B7J20KJL.jpg
217,9784835511344,4835511344, 山頭火 詩魂の歩々〈前編〉, 大雨 雄峰, 単行本, 文芸社,2001-03, 句集, None,4550,2,1.4,19.6,13.8,https://www.amazon.co.jp/%E5%B1%B1%E9%A0%AD%E7%81%AB-%E8%A9%A9%E9%AD%82%E3%81%AE%E6%AD%A9%E3%80%85%E3%80%88%E5%89%8D%E7%B7%A8%E3%80%89-%E5%A4%A7%E9%9B%A8-%E9%9B%84%E5%B3%B0/dp/4835511344?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4835511344,https://images-fe.ssl-images-amazon.com/images/I/21ZSCYY4QRL.jpg
218,9784620105826,4620105821, 小林一茶, 童門 冬二, 単行本, 毎日新聞社,1998-01-01, 和歌・俳諧, None,116,9,2.6,19.2,13.6,https://www.amazon.co.jp/%E5%B0%8F%E6%9E%97%E4%B8%80%E8%8C%B6-%E7%AB%A5%E9%96%80-%E5%86%AC%E4%BA%8C/dp/4620105821?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4620105821,https://images-fe.ssl-images-amazon.com/images/I/619T56GAMZL.jpg
219,9784104157013,4104157015, 食う寝る坐る 永平寺修行記, 野々村 馨, 単行本, 新潮社,1996-12, 仏教入門,2000,96,35,2.8,20.6,13.6,https://www.amazon.co.jp/%E9%A3%9F%E3%81%86%E5%AF%9D%E3%82%8B%E5%9D%90%E3%82%8B-%E6%B0%B8%E5%B9%B3%E5%AF%BA%E4%BF%AE%E8%A1%8C%E8%A8%98-%E9%87%8E%E3%80%85%E6%9D%91-%E9%A6%A8/dp/4104157015?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4104157015,https://images-fe.ssl-images-amazon.com/images/I/41EA0Y5X0VL.jpg
220,9784569544977,4569544975,生き方の坐禅堂―ビジネスマンのための71の法則, 松野 宗純, 単行本, PHP研究所,1994-09, 人生論・教訓, None,1,16,2.2,19.8,14,https://www.amazon.co.jp/%E7%94%9F%E3%81%8D%E6%96%B9%E3%81%AE%E5%9D%90%E7%A6%85%E5%A0%82%E2%80%95%E3%83%93%E3%82%B8%E3%83%8D%E3%82%B9%E3%83%9E%E3%83%B3%E3%81%AE%E3%81%9F%E3%82%81%E3%81%AE71%E3%81%AE%E6%B3%95%E5%89%87-%E6%9D%BE%E9%87%8E-%E5%AE%97%E7%B4%94/dp/4569544975?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4569544975, None
221,9784569540153,4569540155, 悠々烈々―人生の坐禅堂, 板橋 興宗, 単行本, PHP研究所,1993-06, 仏教入門, None,1,16,2.4,20,14.2,https://www.amazon.co.jp/%E6%82%A0%E3%80%85%E7%83%88%E3%80%85%E2%80%95%E4%BA%BA%E7%94%9F%E3%81%AE%E5%9D%90%E7%A6%85%E5%A0%82-%E6%9D%BF%E6%A9%8B-%E8%88%88%E5%AE%97/dp/4569540155?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4569540155,https://images-fe.ssl-images-amazon.com/images/I/51j9pvr7voL.jpg
222,9784022569455,402256945X, 終―大往生その後, 永 六輔, 単行本, 朝日新聞社,1996-05, 近現代の作品, None,1,39,2.4,18,11.6,https://www.amazon.co.jp/%E7%B5%82%E2%80%95%E5%A4%A7%E5%BE%80%E7%94%9F%E3%81%9D%E3%81%AE%E5%BE%8C-%E6%B0%B8-%E5%85%AD%E8%BC%94/dp/402256945X?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=402256945X,https://images-fe.ssl-images-amazon.com/images/I/51ZSBDHC0KL.jpg
223,9784833012584,4833012588, 道元と曹洞宗 (北陸「禅の道」), None, 単行本, 北国新聞社,2002-09, 仏教入門, None,6638,6,1,26,18.5,https://www.amazon.co.jp/%E9%81%93%E5%85%83%E3%81%A8%E6%9B%B9%E6%B4%9E%E5%AE%97-%E5%8C%97%E9%99%B8%E3%80%8C%E7%A6%85%E3%81%AE%E9%81%93%E3%80%8D-%E5%8C%97%E5%9C%8B%E6%96%B0%E8%81%9E%E7%A4%BE/dp/4833012588?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4833012588,https://images-fe.ssl-images-amazon.com/images/I/61XYPXQ7WXL.jpg
224,9784426219062,442621906X, 隣り近所の法律知識―近隣紛争はタブー・万一モメたときの解決の指針, None, 単行本, 自由國民社,1998-05, 民法・民事法, None,51,7,2.4,20.8,15,https://www.amazon.co.jp/%E9%9A%A3%E3%82%8A%E8%BF%91%E6%89%80%E3%81%AE%E6%B3%95%E5%BE%8B%E7%9F%A5%E8%AD%98%E2%80%95%E8%BF%91%E9%9A%A3%E7%B4%9B%E4%BA%89%E3%81%AF%E3%82%BF%E3%83%96%E3%83%BC%E3%83%BB%E4%B8%87%E4%B8%80%E3%83%A2%E3%83%A1%E3%81%9F%E3%81%A8%E3%81%8D%E3%81%AE%E8%A7%A3%E6%B1%BA%E3%81%AE%E6%8C%87%E9%87%9D/dp/442621906X?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=442621906X,https://images-fe.ssl-images-amazon.com/images/I/51LlDAeJcdL.jpg
225,9784000018555,4000018558, 破鞋(はあい)―雪門玄松の生涯, 水上 勉, 単行本, 岩波書店,1986-10-17,26-50回, None,1,28,3,20,13.8,https://www.amazon.co.jp/%E7%A0%B4%E9%9E%8B-%E3%81%AF%E3%81%82%E3%81%84-%E2%80%95%E9%9B%AA%E9%96%80%E7%8E%84%E6%9D%BE%E3%81%AE%E7%94%9F%E6%B6%AF-%E6%B0%B4%E4%B8%8A-%E5%8B%89/dp/4000018558?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4000018558,https://images-fe.ssl-images-amazon.com/images/I/61M%2BtmaebNL.jpg
226,9784804750255,4804750258, 一日一生―「般若心経」・「禅」に学ぶ生き方の知恵 (仏教の心), 松原 泰道, 単行本, 大和出版,1992-04, 仏教入門, None,1,20,2.2,19,13.4,https://www.amazon.co.jp/%E4%B8%80%E6%97%A5%E4%B8%80%E7%94%9F%E2%80%95%E3%80%8C%E8%88%AC%E8%8B%A5%E5%BF%83%E7%B5%8C%E3%80%8D%E3%83%BB%E3%80%8C%E7%A6%85%E3%80%8D%E3%81%AB%E5%AD%A6%E3%81%B6%E7%94%9F%E3%81%8D%E6%96%B9%E3%81%AE%E7%9F%A5%E6%81%B5-%E4%BB%8F%E6%95%99%E3%81%AE%E5%BF%83-%E6%9D%BE%E5%8E%9F-%E6%B3%B0%E9%81%93/dp/4804750258?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4804750258,https://images-fe.ssl-images-amazon.com/images/I/41Zv27X5y-L.jpg
227,9784833412841,4833412845, 中国古典の名言録―人間を読み、人生を読む, 守屋 洋, 単行本, プレジデント社,1987-03, 倫理学入門, None,1,19,2.6,18.8,13.4,https://www.amazon.co.jp/%E4%B8%AD%E5%9B%BD%E5%8F%A4%E5%85%B8%E3%81%AE%E5%90%8D%E8%A8%80%E9%8C%B2%E2%80%95%E4%BA%BA%E9%96%93%E3%82%92%E8%AA%AD%E3%81%BF%E3%80%81%E4%BA%BA%E7%94%9F%E3%82%92%E8%AA%AD%E3%82%80-%E5%AE%88%E5%B1%8B-%E6%B4%8B/dp/4833412845?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4833412845,https://images-fe.ssl-images-amazon.com/images/I/51RtomeikuL.jpg
228,9784038081002,4038081001,世界の名言101集―心ゆたかに生きる知恵, 丸山 平和, 単行本, 偕成社,1984-03, 人生論・教訓, None,1,7, , , ,https://www.amazon.co.jp/%E4%B8%96%E7%95%8C%E3%81%AE%E5%90%8D%E8%A8%80101%E9%9B%86%E2%80%95%E5%BF%83%E3%82%86%E3%81%9F%E3%81%8B%E3%81%AB%E7%94%9F%E3%81%8D%E3%82%8B%E7%9F%A5%E6%81%B5-%E4%B8%B8%E5%B1%B1-%E5%B9%B3%E5%92%8C/dp/4038081001?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4038081001,https://images-fe.ssl-images-amazon.com/images/I/41iRSXMZQTL.jpg
229,9784833009034,483300903X, 興宗和尚の人世問答 (北國こころの本), 板橋 興宗, 単行本, 北国新聞社,1995-08, ジャンル別, None, None,0,1.4,19,11.8,https://www.amazon.co.jp/%E8%88%88%E5%AE%97%E5%92%8C%E5%B0%9A%E3%81%AE%E4%BA%BA%E4%B8%96%E5%95%8F%E7%AD%94-%E5%8C%97%E5%9C%8B%E3%81%93%E3%81%93%E3%82%8D%E3%81%AE%E6%9C%AC-%E6%9D%BF%E6%A9%8B-%E8%88%88%E5%AE%97/dp/483300903X?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=483300903X,https://images-fe.ssl-images-amazon.com/images/I/51PD1ByQWWL.jpg
230,9784333015580,4333015588, 仏心の俳句―わが俳人伝記抄, 村上 護, 単行本, 佼成出版社,1992-03, 文学・評論, None,1,11,2,19.6,14,https://www.amazon.co.jp/%E4%BB%8F%E5%BF%83%E3%81%AE%E4%BF%B3%E5%8F%A5%E2%80%95%E3%82%8F%E3%81%8C%E4%BF%B3%E4%BA%BA%E4%BC%9D%E8%A8%98%E6%8A%84-%E6%9D%91%E4%B8%8A-%E8%AD%B7/dp/4333015588?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4333015588, None
231,9784826300766,482630076X, 誤解だらけの仏教―「新大乗運動」の一環として,秋月 龍〓@59BC, 単行本, 柏樹社,1993-04, 仏教入門, None,23,13,2.2,19.2,13.8,https://www.amazon.co.jp/%E8%AA%A4%E8%A7%A3%E3%81%A0%E3%82%89%E3%81%91%E3%81%AE%E4%BB%8F%E6%95%99%E2%80%95%E3%80%8C%E6%96%B0%E5%A4%A7%E4%B9%97%E9%81%8B%E5%8B%95%E3%80%8D%E3%81%AE%E4%B8%80%E7%92%B0%E3%81%A8%E3%81%97%E3%81%A6-%E7%A7%8B%E6%9C%88-%E9%BE%8D%E3%80%93-59BC/dp/482630076X?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=482630076X,https://images-fe.ssl-images-amazon.com/images/I/51Xx0hHNKbL.jpg
